instance_id,group,n,k,d,q,d_ub_known,seconds,cost_step,status,A_poly,B_poly
1251d30b8bf553df,Z9xZ6,108,72,2,2.667,30,0.01,1,ok,1 + y^2 + y^4,1 + y^2 + y^4
90fc1858b8ffc0b1,Z9xZ6,108,72,2,2.667,30,0.01,1,ok,1 + x^3 + x^6,x*y + x^4*y + x^7*y
493848d99ae1f29f,Z9xZ6,108,48,2,1.778,22,0.01,1,ok,1 + y^2 + y^4,x*y^4 + x^4*y^2 + x^7
d8b1f8879dfa32a4,Z9xZ6,108,48,2,1.778,20,0.0,1,ok,1 + y^2 + y^4,1 + x^3 + x^6
1924535274e39fab,Z9xZ6,108,36,2,1.333,18,0.01,1,ok,1 + x^3 + x^6,y^3 + x^3*y^3 + x^6
576cc8779452b66a,Z9xZ6,108,36,2,1.333,20,0.01,1,ok,1 + y + y^2,x^3 + x^3*y + x^3*y^2
a6fac175c01bc555,Z9xZ6,108,36,2,1.333,20,0.01,1,ok,1 + y + y^2,x*y + x*y^2 + x*y^3
c169a38544fad697,Z9xZ6,108,36,2,1.333,18,0.0,1,ok,1 + y + y^2,y^3 + y^4 + y^5
f1c42f93728eda3e,Z9xZ6,108,36,2,1.333,18,0.01,1,ok,1 + x^3 + x^6,y^4 + x^3*y + x^6*y
06f94ecea9bec3e3,Z9xZ6,108,24,4,3.556,16,0.02,1,ok,1 + x + x^2,x^2 + x^4 + x^6
12f38e9acc573c44,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,y^2 + y^4 + x^3,y^2 + y^4 + x^3
242db0029dd5bc2f,Z9xZ6,108,24,4,3.556,18,0.02,1,ok,1 + x + x^2,x*y^3 + x^5*y^3 + x^6*y^3
31e28c182461a9e6,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + y^2 + y^4,y^3 + y^5 + x^3*y
39dfad18df6031eb,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,y^2 + y^4 + x^3,x^3*y + x^3*y^5 + x^6*y^3
4983a92449eeb187,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + x + x^2,x*y^2 + x^2*y^2 + x^3*y^2
4f38ff60ebae43f3,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + y^2 + y^4,x*y^5 + x^4*y + x^4*y^3
657cd6de7e825ecd,Z9xZ6,108,24,2,0.889,10,0.0,1,ok,y^2 + y^4 + x^3,x*y^2 + x*y^4 + x^4
6d60f93933fd0f1d,Z9xZ6,108,24,2,0.889,14,0.01,1,ok,1 + y^2 + x^3,x*y + x^4*y + x^7*y
746d29553a6d0402,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,1 + y^2 + x^3,y + x^6*y + x^6*y^3
7a54d1d2571eb1d8,Z9xZ6,108,24,4,3.556,16,0.01,1,ok,1 + y^2 + x^3,y + y^5 + x^6*y
84a2092591afb218,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,1 + y^2 + x^3,x^3*y^3 + x^3*y^5 + x^6*y^3
887278f988293c6d,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + y^2 + x^3,x^3*y^2 + x^3*y^4 + x^6*y^2
9374ce2160537c4f,Z9xZ6,108,24,2,0.889,14,0.01,1,ok,1 + y^2 + y^4,x^3*y + x^3*y^3 + x^6*y
9c6be8fd56f1466b,Z9xZ6,108,24,4,3.556,16,0.02,1,ok,1 + y + y^2,x*y^3 + x^4*y^3 + x^7
a675b71180eafa40,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + x + x^2,1 + x + x^2
af18050683546252,Z9xZ6,108,24,4,3.556,14,0.02,1,ok,1 + y + y^2,y^5 + x^3*y + x^6
c25669b6c4b9910e,Z9xZ6,108,24,2,0.889,14,0.01,1,ok,1 + y + y^2,y + x^3*y^5 + x^6*y^3
cfd9deaced796eae,Z9xZ6,108,24,2,0.889,12,0.01,1,ok,1 + y^2 + y^4,x + x*y^2 + x^4
dd4f66677261d547,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,1 + x + x^2,x*y^3 + x^2*y^3 + x^3*y^3
e89c539a2608698f,Z9xZ6,108,24,2,0.889,12,0.0,1,ok,1 + y^2 + y^4,y^2 + y^4 + x^3
f902128d43ea47db,Z9xZ6,108,24,2,0.889,14,0.01,1,ok,1 + y + y^2,x*y^5 + x^4*y^3 + x^7*y
ffdb2a8872046bb5,Z9xZ6,108,24,4,3.556,14,0.01,1,ok,1 + y^2 + x^3,y^2 + x^3 + x^3*y^2
2802eefcbbc3c374,Z12xZ6,144,24,4,2.667,20,0.02,1,ok,1 + x + x^2,y^2 + x^5*y^2 + x^7*y^2
04d739bfee626119,Z9xZ6,108,16,4,2.37,8,0.01,1,ok,1 + x + x^2,x^3*y^3 + x^4*y^5 + x^5*y
2ae65d83e79c77fd,Z9xZ6,108,16,4,2.37,8,0.02,1,ok,1 + x + x^2,x^3*y^5 + x^4*y^3 + x^5*y
3a442bed946a81f5,Z9xZ6,108,16,6,5.333,6,0.04,1,ok,1 + x + x^2,y^4 + x^3 + x^3*y^2
61cc061614feb536,Z9xZ6,108,16,2,0.593,4,0.01,1,ok,1 + y^2 + y^4,x*y + x^2*y + x^3*y
788e925bd3bf3c22,Z9xZ6,108,16,4,2.37,8,0.02,1,ok,1 + x + x^2,y^3 + x*y^5 + x^2*y
a628c9ce7d88b1a7,Z9xZ6,108,16,4,2.37,8,0.01,1,ok,1 + x + x^2,x^3*y^4 + x^4*y^2 + x^5
c2ce24732697c483,Z9xZ6,108,16,4,2.37,8,0.01,1,ok,1 + x + x^2,x*y^4 + x^2*y^2 + x^3
f5d0109bf42fa13c,Z9xZ6,108,16,4,2.37,14,0.01,1,ok,1 + x + x^2,y^4 + x^2*y^2 + x^4
511d14974c8f6b58,Z7xZ9,126,18,6,5.143,14,0.02,1,ok,y^3 + x + x^3,y^8 + x*y^5 + x^3*y^2
0485f2e582f8204f,Z6xZ14,168,24,4,2.286,18,0.03,1,ok,1 + y + y^3,x*y^3 + x^3*y^10 + x^5*y^3
a99b73b5b3aeddc5,Z7xZ12,168,24,4,2.286,28,0.01,1,ok,1 + x + x^3,y^6 + x^2*y^10 + x^6*y^2
15b2940a2b32c1d9,Z5xZ12,120,16,4,2.133,12,0.02,1,ok,y^6 + x*y^2 + x^2,x^2*y + x^3*y^9 + x^4*y
3c05f5f946adf9a7,Z6xZ10,120,16,4,2.133,12,0.02,1,ok,y^4 + y^6 + x,y^9 + x^2*y^3 + x^2*y^5
569053a04b8cd8a1,Z6xZ10,120,16,6,4.8,12,0.03,1,ok,y^2 + y^3 + x,x^3*y^9 + x^5*y + x^5*y^7
6aa110862c644f1a,Z6xZ10,120,16,4,2.133,12,0.02,1,ok,y^2 + y^3 + x,x*y^7 + x*y^9 + x^3*y^3
88e3f03b55ff1bff,Z6xZ10,120,16,4,2.133,12,0.02,1,ok,y^2 + y^3 + x^2,x*y^6 + x^3 + x^3*y^2
c5daf27775afd038,Z6xZ10,120,16,4,2.133,12,0.02,1,ok,y^2 + y^3 + x^2,x*y^2 + x^5 + x^5*y^4
5e6ad981b8baafd9,Z7xZ9,126,16,4,2.032,18,0.02,1,ok,y^4 + y^5 + x,x*y^3 + x*y^5 + x^3*y^4
0049f0b4270a50a1,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^3 + x^3,1 + y^2 + x^6*y^3
0270a3cf41e9a749,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^2 + x^3,y + x^3*y^3 + x^3*y^5
03db8ae12591fdad,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,1 + x + x^2,y^4 + x*y^4 + x^2*y
04d05a20a5bb28b4,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x*y + x^4 + x^4*y
05e8408492901e34,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y^3 + x + x^2,x^4 + x^6*y^3 + x^8
07026db30156cbf9,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,y + y^2 + x^3,y^2 + y^3 + x^6*y^4
08ce59e9865df567,Z9xZ6,108,12,6,4.0,8,0.03,1,ok,y^3 + x + x^2,x^2 + x^3*y^3 + x^7*y^3
0abf8466760ca780,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,y + y^2 + x^3,x*y^3 + x*y^5 + x^4*y
0ca4241735d1e44a,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y + x^3*y^3 + x^3*y^4
0e046d4be8c34a15,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,1 + x^3 + x^3*y
0fb341d07df8e8c2,Z9xZ6,108,12,4,1.778,6,0.03,1,ok,1 + y + y^2,x + x*y^4 + x^4*y
12c764c8f5927136,Z9xZ6,108,12,4,1.778,8,0.03,1,ok,1 + y + y^2,x^3 + x^3*y^4 + x^6*y^4
13e6f1c9b99895ba,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,1 + y^2 + x^3,y^2 + x^3*y^5 + x^6*y^5
156fd5459bbbd9e2,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^2 + x^3,y^3 + x^3*y + x^3*y^5
17ea72c3783d7b32,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y^3 + x + x^2,x^4*y^3 + x^6 + x^8*y^3
191869b9b38a6430,Z9xZ6,108,12,6,4.0,10,0.04,1,ok,1 + x + x^2,x^3*y^3 + x^5 + x^7
19f4896da81a3bb0,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y^3 + x + x^2,x*y^5 + x^2*y^2 + x^3*y^2
1b0f11d316cea527,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + y^2,y + y^5 + x^3
1d3ef7d0f872f698,Z9xZ6,108,12,6,4.0,8,0.02,1,ok,y^3 + x + x^2,y^5 + x^2*y^2 + x^4*y^2
1ef6f686261821df,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y + y^3 + x^3,y^2 + x^3*y^2 + x^6*y^2
2348999b8535d8f9,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,y^4 + x^3 + x^3*y
23fb7bbf2e640f2c,Z9xZ6,108,12,4,1.778,8,0.03,1,ok,1 + y^2 + x^3,1 + y^4 + x^6*y^3
26dfd6fc3c1aa2a6,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + x + x^2,x*y^4 + x^5*y + x^6*y
28f5e20fc50b14e8,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,y + x^3*y + x^3*y^3
2a38ae3d9b4ca628,Z9xZ6,108,12,6,4.0,6,0.02,1,ok,y^3 + x + x^2,x^2*y^4 + x^4*y + x^6*y
2bc761ff0ba6587d,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + x + x^2,x + x^5*y^3 + x^6
2ef3cd936fc4d97e,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,1 + y + y^2,1 + x^3*y + x^3*y^3
302967a6be56171f,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,1 + x + x^2,x^3*y^3 + x^7*y^3 + x^8
33368633cd1c350e,Z9xZ6,108,12,6,4.0,8,0.03,1,ok,y^3 + x + x^2,x + x^3*y^3 + x^5*y^3
36c1e4b561055d3d,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + y + y^2,1 + x^3 + x^3*y
3920fb55233b4157,Z9xZ6,108,12,4,1.778,8,0.03,1,ok,1 + y + x^3,1 + y^5 + x^3*y^2
3a42129363a487dd,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y^5 + x^3 + x^3*y^4
3bf5f86cac234fec,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + y + x^3,y^2 + y^3 + x^3*y^5
3dcaca1677bcd67a,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,x + x^4 + x^4*y^2
3edd73812f7237a4,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + y^2 + x^3,y^2 + y^4 + x^6*y
425aa6a984f62666,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y^2 + x^3*y^3 + x^3*y^4
443dc767cd0e8868,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x*y + x*y^3 + x^4
458bfe36cda60926,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,1 + y + x^3,x^3 + x^3*y + x^6*y^3
4790795f626e95f4,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x*y + x*y^5 + x^4
483873e2a025f9ed,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x*y + x^4*y + x^4*y^3
4b13669c430d16fc,Z9xZ6,108,12,6,4.0,6,0.02,1,ok,1 + x + x^2,1 + x^2*y^3 + x^4
4bc2c09cbbba2b5c,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y + y^3 + x^3,x^2 + x^5 + x^8
4ed61e27629e8ad0,Z9xZ6,108,12,2,0.444,10,0.01,1,ok,1 + y^2 + y^4,x^3*y + x^3*y^2 + x^6
50021269f641c909,Z9xZ6,108,12,4,1.778,4,0.02,1,ok,1 + y^2 + x^3,y + x^3*y^4 + x^6*y
5152ce0b00fc93d7,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,1 + y + y^2,x + x*y + x^4*y
548129dcebe089ac,Z9xZ6,108,12,6,4.0,8,0.02,1,ok,y + y^3 + x^3,x*y^5 + x^4*y + x^4*y^2
56b7fa3cd9f66114,Z9xZ6,108,12,6,4.0,8,0.02,1,ok,y^3 + x + x^2,x*y^3 + x^5 + x^6*y^3
58179c2148f51a17,Z9xZ6,108,12,4,1.778,4,0.02,1,ok,1 + y^2 + x^3,y^2 + x^3*y^5 + x^6*y^2
5b2d01d51e74957f,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y^3 + x + x^2,x*y^3 + x^6*y^3 + x^8
5c36824c1f574574,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y + y^3 + x^3,x*y + x*y^3 + x^4
5e661e5b576d7747,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y^4 + y^5 + x^3*y^3
6087bb0cb2123de3,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,1 + y + y^2,x*y^3 + x^4 + x^4*y
623fea9623fbcd58,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,1 + x^3*y^3 + x^3*y^4
64b0a9e8065fc14a,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x^3*y^4 + x^6 + x^6*y^2
6722bef9491abc4b,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^2 + x^3,y^3 + y^5 + x^6*y
6824b435e964bb58,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,y^2 + x^3 + x^3*y
695a6bb1f5e483b3,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,y + y^2 + x^6*y^2
6a9c383f256e43ff,Z9xZ6,108,12,4,1.778,6,0.03,1,ok,1 + y + y^2,1 + y^2 + x^3*y^4
6f1ef4e6491e7196,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y^3 + x + x^2,x^4*y^3 + x^5*y^3 + x^6
712d871cef8cafe0,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,y^3 + x^3 + x^3*y^2
72b98b8b1aba6a1f,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,1 + y + y^2,y^3 + y^4 + x^3*y^4
7420804f323f75d9,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y^3 + x + x^2,x^4 + x^5 + x^6*y^3
751ad1eeec27ae95,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,y + y^3 + x^3,y + y^3 + x^6*y^4
779100c516695953,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,1 + y^2 + x^6
7975370470870505,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y + y^3 + x^3,x^3 + x^3*y^4 + x^6*y^3
7a9d1b0c83a11543,Z9xZ6,108,12,6,4.0,8,0.02,1,ok,1 + y + x^3,1 + y^2 + x^6*y^3
7b6c2aa08fb0d31d,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y + y^3 + x^3,1 + x^3*y^3 + x^6*y^3
7c2de86fd08a1b2d,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,x*y + x*y^3 + x^4
7d4c0aa2b33a437d,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y^3 + x^3*y^3 + x^3*y^5
7e89e4d8a9bf4109,Z9xZ6,108,12,4,1.778,10,0.01,1,ok,1 + y + y^2,y^2 + x^3*y + x^3*y^3
810fd54d4fe2d9ce,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,y^3 + x + x^2,x^5*y^3 + x^6*y^3 + x^7
822e4ea479a7e2f8,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,y + y^2 + x^3,y + y^2 + x^3
86171a637684cd0d,Z9xZ6,108,12,6,4.0,8,0.03,1,ok,1 + y + x^3,y^2 + x^3*y + x^3*y^5
870117080e36a423,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^3 + x^3,x^3*y^3 + x^6 + x^6*y^2
8847684c7c9335e3,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y^3 + x + x^2,x^6*y^3 + x^7*y^3 + x^8
89d33ed521a5d3ff,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y^2 + x^3,1 + y^4 + x^3*y
8aebe8ddf1d8987d,Z9xZ6,108,12,6,4.0,10,0.03,1,ok,y + y^2 + x^3,y^3 + x^3*y^4 + x^3*y^5
8c24824658299227,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y^2 + x^3,y^3 + y^5 + x^3
8cf5ba234e3307b7,Z9xZ6,108,12,2,0.444,8,0.0,1,ok,1 + y^2 + y^4,x*y^2 + x^4 + x^4*y
8ec83157df9541f6,Z9xZ6,108,12,6,4.0,6,0.02,1,ok,y^3 + x + x^2,x^2*y^3 + x^4 + x^6
90ce69695b98cbe0,Z9xZ6,108,12,6,4.0,10,0.03,1,ok,1 + y + x^3,y^5 + x^3*y + x^3*y^2
924a5e9d50f2b7d7,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,y + y^3 + x^3,x^3*y^4 + x^6*y + x^6*y^3
94a1667b9311f649,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + x + x^2,x*y^3 + x^2*y^3 + x^3
9631178a92d0edb8,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,x + x*y^2 + x^4*y
97f1e2d96caada76,Z9xZ6,108,12,4,1.778,10,0.01,1,ok,1 + y + y^2,y^2 + x^3*y^2 + x^3*y^3
99e0410ca2615f72,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + y^2,x^3*y^2 + x^3*y^3 + x^6*y^3
9b05ea46d328036a,Z9xZ6,108,12,6,4.0,6,0.03,1,ok,1 + x + x^2,x*y^3 + x^3 + x^5*y^3
9c1e6150dc35fd28,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y^2 + x*y + x^2,x^2*y^3 + x^4*y^4 + x^6*y^5
9db6292145468533,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + x + x^2,x^2*y^3 + x^3 + x^7
9f615f2b4fc8b6b8,Z9xZ6,108,12,4,1.778,10,0.01,1,ok,y^3 + x + x^2,1 + x^7*y^3 + x^8*y^3
a1c82100667534c6,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,y + y^5 + x^6*y^5
a299caf6f7f19565,Z9xZ6,108,12,6,4.0,10,0.02,1,ok,y + y^2 + x^3,y^3 + x^3*y^2 + x^3*y^4
a3b704ef991cd391,Z9xZ6,108,12,4,1.778,10,0.01,1,ok,1 + x + x^2,x + x^2 + x^3*y^3
a57b1dcaa11cc64e,Z9xZ6,108,12,6,4.0,10,0.02,1,ok,1 + x + x^2,1 + x^2 + x^4*y^3
a78a1c5e8c588c2f,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,y + y^2 + x^3,y^4 + x^3*y^2 + x^3*y^3
a9907c1d743a05f0,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,1 + y^2 + x^3*y^2
aad4e9e1d508c9c8,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,1 + y + x^3,x + x^4 + x^7
abfba4925e586c09,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + y^2,x^3*y + x^3*y^5 + x^6*y^3
ae4fc664baedde7b,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y^2 + x^3,x^3 + x^3*y^5 + x^6*y^3
af4f4799c706cac1,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,y^3 + x + x^2,x*y^3 + x^2*y^3 + x^3
b05cbc1e90228620,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y^3 + x + x^2,y^2 + x^2*y^5 + x^4*y^2
b240225fa16bbed7,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,y^3 + x + x^2,x^3 + x^5*y^3 + x^7
b3a89e8222022568,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x + x^4*y + x^4*y^3
b635aab7facdd4a5,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + y^2,x^3*y + x^3*y^3 + x^6*y
b773d05ab764f856,Z9xZ6,108,12,6,4.0,6,0.02,1,ok,1 + x + x^2,x^3 + x^5*y^3 + x^7
b908b23d1f693ee3,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,1 + y^2 + x^3,1 + x^3 + x^6*y^3
bbe2d1b97f29cbd0,Z9xZ6,108,12,4,1.778,8,0.01,1,ok,1 + x + x^2,x^4*y^3 + x^5 + x^6*y^3
bfcb87b7793a9653,Z9xZ6,108,12,6,4.0,6,0.04,1,ok,1 + x + x^2,x + x^3*y^3 + x^8*y^3
c27e69d7902de8c1,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,y^3 + x + x^2,x^4 + x^5*y^3 + x^6
c4a073684d3edcda,Z9xZ6,108,12,4,1.778,10,0.03,1,ok,1 + y + y^2,y + y^3 + x^3*y^4
c663cc650e0aeabc,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,x^3*y^4 + x^6 + x^6*y^4
c85cf2c2413ac196,Z9xZ6,108,12,4,1.778,10,0.02,1,ok,1 + y + y^2,x^3*y^2 + x^3*y^3 + x^6*y
cb060c7d3a81cc12,Z9xZ6,108,12,6,4.0,6,0.05,1,ok,y^3 + x + x^2,x^3*y^3 + x^7 + x^8
cd14e6e079ac5491,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,1 + x^3*y + x^3*y^3
cf1631142f7535d9,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,y + y^3 + x^3,y^5 + x^3*y^2 + x^3*y^4
d0433643e6dc68a5,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + y^2,x^3*y + x^3*y^3 + x^6*y^3
d2fd159194146e96,Z9xZ6,108,12,4,1.778,6,0.01,1,ok,y + y^3 + x^3,y^3 + x^3 + x^3*y^2
d5acbfabf94c3c4e,Z9xZ6,108,12,4,1.778,6,0.03,1,ok,1 + y + y^2,1 + y + x^3*y^3
d62b989a899b79ba,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,1 + y^2 + x^3,x*y^3 + x^4 + x^7
d80bedf0c5ee8745,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y^2 + x^3,x*y^3 + x*y^4 + x^4*y
da43a4900b86d37e,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,x^3*y^2 + x^3*y^4 + x^6*y
db218192d0f5d2c7,Z9xZ6,108,12,2,0.444,10,0.01,1,ok,1 + y^2 + y^4,x^3 + x^3*y + x^6*y
dcda7788c7d8ab31,Z9xZ6,108,12,6,4.0,10,0.03,1,ok,1 + x + x^2,x^3 + x^5 + x^7*y^3
de0ceaad1800c0be,Z9xZ6,108,12,6,4.0,8,0.02,1,ok,y + y^3 + x^3,y^4 + x^3 + x^3*y
e01416613d676515,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,x*y + x*y^3 + x^4*y
e17cf017e053a76a,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y + x^3,y^3 + y^5 + x^6*y^3
e339aa8d50ddfd23,Z9xZ6,108,12,6,4.0,10,0.05,1,ok,1 + x + x^2,x^2*y^4 + x^4*y^4 + x^6*y
e4341832eeba0f5a,Z9xZ6,108,12,6,4.0,8,0.06,1,ok,y + y^2 + x^3,y^5 + x^3 + x^3*y^4
e579556633ae72b5,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,1 + x + x^2,y^4 + x^4*y^4 + x^5*y
e7f9230e92b10de0,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,1 + y^2 + x^3,x^3*y + x^3*y^5 + x^6*y^2
e9db264cd1223215,Z9xZ6,108,12,4,1.778,4,0.02,1,ok,1 + y^2 + x^3,y^3 + x^3*y^3 + x^6
eb4d4a9894fd0567,Z9xZ6,108,12,6,4.0,10,0.05,1,ok,1 + x + x^2,x^2*y^4 + x^4*y + x^6*y
ecb81778e52bd5ec,Z9xZ6,108,12,4,1.778,8,0.02,1,ok,y + y^2 + x^3,x*y^2 + x*y^4 + x^4
ee2b120c1b18a952,Z9xZ6,108,12,2,0.444,4,0.01,1,ok,1 + y + x^3,y^2 + x^3*y^2 + x^6*y^2
ef84b0e43a05fa4b,Z9xZ6,108,12,2,0.444,8,0.0,1,ok,1 + y^2 + y^4,1 + y + x^3*y
f1790acbea635928,Z9xZ6,108,12,4,1.778,6,0.02,1,ok,1 + y + y^2,y^3 + y^5 + x^3*y
f35c57f036a6958f,Z9xZ6,108,12,4,1.778,4,0.01,1,ok,1 + y^2 + x^3,y^3 + x^3 + x^3*y^4
f4b818f6cd14b283,Z9xZ6,108,12,6,4.0,8,0.04,1,ok,y + y^2 + x^3,y + x^3 + x^3*y^2
f67111d29fbda0c4,Z9xZ6,108,12,4,1.778,10,0.01,1,ok,1 + x + x^2,x*y^4 + x^2*y + x^3*y
f8a5bebfaa120d4d,Z9xZ6,108,12,4,1.778,4,0.02,1,ok,1 + y^2 + x^3,x*y^4 + x^4*y + x^4*y^2
fc06deee77692d96,Z9xZ6,108,12,2,0.444,8,0.01,1,ok,1 + y^2 + y^4,x^3*y + x^3*y^5 + x^6
fda6021110c833ab,Z9xZ6,108,12,6,4.0,10,0.06,1,ok,y^3 + x + x^2,y^3 + x^2*y^3 + x^4
02e0a344de54b3cd,Z8xZ9,144,16,4,1.778,14,0.02,1,ok,y + y^2 + x^4,1 + y^2 + x^4*y
582f2698dfe65f5c,Z12xZ6,144,16,6,4.0,16,0.08,1,ok,1 + y + x^2,x^3 + x^5*y^5 + x^7*y
acf9f26cb96fd1f1,Z8xZ9,144,16,2,0.444,6,0.01,1,ok,y^4 + y^5 + x^4,x*y^5 + x^5 + x^5*y
ed497e92c38202d3,Z12xZ6,144,16,2,0.444,6,0.01,1,ok,y + y^3 + x^2,x^2 + x^2*y^4 + x^4*y^3
24cbc78f8833b144,Z7xZ8,112,12,6,3.857,8,0.02,1,ok,y^2 + x + x^3,x*y^4 + x^2 + x^4*y^6
3a7c734225a637ff,Z7xZ8,112,12,4,1.714,8,0.02,1,ok,y^2 + x + x^3,y^4 + x^4*y^4 + x^5
65459690b4c4375b,Z7xZ8,112,12,4,1.714,8,0.02,1,ok,y^2 + x + x^3,x*y^6 + x^5*y^6 + x^6*y^2
